JournalID,JournalTitle,Publisher,eissn,pissn,additionalIssns
305545,GeoFocus Revista Internacional de Ciencia y Tecnología de la Información Geográfica,Asociacion Espanola de Geografia,1578-5157,1578-5157,
305550,LAPLAGE EM REVISTA,Laplage em Revista,2446-6220,,
305596,Revista Nacional de Administración,Universidad Estatal a Distancia,1659-4932,1659-4908,
305624,Monthly Labor Review,Bureau of Labor Statistics,1937-4658,,
305630,Kidney Research and Clinical Practice,The Korean Society of Nephrology,2211-9140,,
305631,PAROLE Journal of Linguistics and Education,Institute of Research and Community Services Diponegoro University (LPPM UNDIP),2338-0683,2087-345X,
305638,SA Heart,Stellenbosch University -SA Heart Journal,2071-4602,,
305664,Scientific Journal of Animal Science,Sjournals,2322-1704,,
305699,Frontiers in Laboratory Medicine,Elsevier,,2542-3649,
305703,PALASTREN Jurnal Studi Gender,State Islamic College of Kudus,2477-5215,1979-6056,
305717,Uluslararası Tarım ve Yaban Hayatı Bilimleri Dergisi,Uluslararasi Tarim ve Yaban Hayati Bilimleri Dergisi,2149-8245,2149-8245,
305718,International Journal of Innovation in Mechanical Engineering and Advanced Materials,Universitas Mercu Buana,2477-541X,2477-5428,
305720,Journal of Composites Science,MDPI AG,2504-477X,,
305732,Summa Phytopathologica,SciELO,1980-5454,0100-5405,
305764,JURNAL PETERNAKAN,Universitas Islam Negeri Sultan Syarif Kasim Riau,2355-9470,1829-8729,
305765,Barbarói,APESC - Associacao Pro-Ensino em Santa Cruz do Sul,1982-2022,,
305773,Progress in Health Sciences,Index Copernicus International,,2083-1617,
305785,Journal of International Oral Health,Ovid Technologies (Wolters Kluwer) - Medknow Publications,0976-1799,0976-7428,
305801,Karib – Nordic Journal for Caribbean Studies,CLOCKSS Archive,2387-6743,1894-8421,
305819,IBJ Clinical Pharmacology,FUAM (Fundacioon Universidad Autonoma de Madrid),2530-4984,,
305841,Indonesian Language Education and Literature,IAIN Syekh Nurjati Cirebon,2502-2261,,
305854,Scientiae Educatia,IAIN Syekh Nurjati Cirebon,2527-7596,2303-1530,
305865,wisdom,Armenian State Pedagogical University after Khacatur Abovyan,2738-2753,1829-3824,
305883,AKSIOMA Jurnal Program Studi Pendidikan Matematika,Muhammadiyah Metro University,2442-5419,2089-8703,
305891,Transylvanian Review of Administrative Sciences,Babes-Bolyai University Cluj-Napoca,2247-8310,1842-2845,
305892,Bylye Gody,Cherkas Global University,2310-0028,2073-9745,
305895,Journal of Environmental Analysis and Progress,Journal of Environmental Analysis and Progress - JEAP,2525-815X,,
305926,Ankara Üniversitesi Eğitim Bilimleri Fakültesi Dergisi,Ankara University,,2458-8342,
305933,Ankara Üniversitesi Dil ve Tarih-Coğrafya Fakültesi Dergisi,Ankara University - Faculty of Language and History-Geography,2459-0150,2459-0150,0378-2905
305944,OBM Neurobiology,LIDSEN Publishing Inc,2573-4407,2573-4407,
305946,Jurnal Pendidikan Teknologi dan Kejuruan,Universitas Pendidikan Ganesha,2541-0652,0216-3241,
305949,rita_,Cancha Editorial Spa.,2386-7027,2340-9711,
305960,REVISTA ARGENTINA DE CLINICA PSICOLOGICA,Fundacion Aigle,1851-7951,0327-6716,
305977,Revista Exitus,Universidade Federal do Oeste do Para,2237-9460,,
305997,KLIK - KUMPULAN JURNAL ILMU KOMPUTER,"Center for Journal Management and Publication, Lambung Mangkurat University",2443-406X,2406-7857,
306017,ПОЛИТЕИА,Centre for Evaluation in Education and Science,2566-2805,2232-9641,
306020,Moscow State University Bulletin Series 18 Sociology and Political Science,"Faculty of Sociology, Lomonosov Moscow State University",2541-8769,1029-3736,
306025,Informador Técnico,Servicio Nacional de Aprendizaje SENA - SENNOVA,2256-5035,0122-056X,
306027,Revista colombiana de investigaciones agroindustriales,Servicio Nacional de Aprendizaje SENA - SENNOVA,2422-4456,2422-0582,
306038,ATAVISME,Balai Bahasa Jawa Timur,2503-5215,1410-900X,
306079,Journal of Research in Dentistry,Anima Educação,2317-5907,2317-5907,
306086,Jurnal Kajian Komunikasi,Universitas Padjadjaran,2477-5606,2303-2006,
306091,Market-Tržište,"Faculty of Economics and Business, University of Zagreb",1849-1383,0353-4790,
306095,Toxicology Research and Application,SAGE Publications,2397-8473,2397-8473,
306114,JMMR (Jurnal Medicoeticolegal dan Manajemen Rumah Sakit),Universitas Muhammadiyah Yogyakarta,2541-6715,2088-2831,
306122,Retratos da Escola,Confederacao Nacional dos Trabalhadores em Educacao (CNTE),2238-4391,1982-131X,
306136,Biotechnology Research and Innovation,Editora Cubo,,2452-0721,
306144,Konversi,"Center for Journal Management and Publication, Lambung Mangkurat University",2541-3481,2302-3686,
306161,International Electronic Journal of Algebra,The International Electronic Journal of Algebra,,1306-6048,
306171,Jurnal Hutan Tropis,"Center for Journal Management and Publication, Lambung Mangkurat University",2337-7992,2337-7771,
306192,Orinoquia,Universidad de los Llanos,2011-2629,0121-3709,
306198,Jurnal Kajian Informasi & Perpustakaan,Universitas Padjadjaran,2540-9239,2303-2677,
306200,Politea,Centre for Evaluation in Education and Science,,2566-2805,
306203,Ratio Juris,Universidad Autonoma Latinoamericana,2619-4066,1794-6638,
306269,Seyahat ve Otel İşletmeciliği Dergisi,Seyahat ve Otel Isletmeciligi Dergisi,,1304-7590,
306281,At-Turats,IAIN Pontianak,2502-8359,1978-418X,
306282,Brazilian Journal of Infectious Diseases,SciELO,1678-4391,,
306283,Brazilian Journal of Plant Physiology,SciELO,1677-9452,,
306288,Arquivos Brasileiros de Oftalmologia,SciELO,1678-2925,,
306299,Studies in English Language and Education,LPPM Universitas Syiah Kuala,2461-0275,2355-2794,
306304,IJLECR - INTERNATIONAL JOURNAL OF LANGUAGE EDUCATION AND CULTURE REVIEW,Universitas Negeri Jakarta,2461-131X,2406-8586,
306313,Jurnal Pendidikan Fisika,State University of Medan,2301-7651,2252-732X,
306314,SCHOOL EDUCATION JOURNAL PGSD FIP UNIMED,State University of Medan,2407-4926,2355-1720,
306315,Административное и муниципальное право,"NB-Media, Ltd.",2454-0595,,
306317,ELEMENTARY SCHOOL JOURNAL PGSD FIP UNIMED,State University of Medan,2355-1747,2407-4934,
306331,Turk Kutuphaneciligi - Turkish Librarianship,Turk Kutuphaneciligi - Turkish Librarianship,2147-9682,2147-9682,
306348,redit - Revista Electrónica de Didáctica de la Traducción y la Interpretación,Malaga University,1989-4376,1989-4376,
306351,Marketing and Management of Innovations,Sumy State University,2227-6718,2218-4511,
306373,Международные отношения,"NB-Media, Ltd.",2454-0641,,
306383,International Journal of Advanced Research in Engineering,Research Plus Journals,2412-4362,,
306406,Rural and Remote Health,Rural and Remote Health,1445-6354,,
306486,Revista Reflexiones,Universidad de Costa Rica,1659-2859,1021-1209,
306502,Erken Çocukluk Çalışmaları Dergisi,Association for the Development of Early Childhood Education in Turkey,2564-7601,2564-7601,
306503,Ukrainian Journal of Ecology,Oles Honchar Dnipropetrovsk National University,2520-2138,,
306509,Ciencia e Investigación Medico Estudiantil Latinoamericana,Federacion Latinoamericana de Sociedades Cienti­ficas de Estudiantes de Medicina (FELSOCEM),1992-4240,1680-8398,
306517,Econosains Jurnal Online Ekonomi dan Pendidikan,Universitas Negeri Jakarta,2252-8490,1693-1661,
306539,Jurnal Teknologi,Universitas Muhammadiyah Jakarta,2460-0288,2085-1669,
306560,动物学研究,Zoological Research,2095-8137,2095-8137,
306563,Journal of Arts and Humanities,LAR Center Press,2167-9053,2167-9045,
306565,OBM Transplantation,LIDSEN Publishing Inc,2577-5820,2577-5820,
306573,Acta Protozoologica,Uniwersytet Jagiellonski - Wydawnictwo Uniwersytetu Jagiellonskiego,1689-0027,0065-1583,
306582,Mediterranean Veterinary Journal,Mehmet Akif Ersoy Universitesi Veteriner Fakultesi Dergisi,,2458-9268,
306617,Journal of Education and Vocational Research,AMH International Conferences and Seminars Organizing LLC,2221-2590,,
306619,Revista Confluências Culturais,Fundacao Educacional da Regiao de Joinville - Univille,2316-395X,,
306644,International Journal of Nutrology,Zotarelli-Filho Scientific Works,2595-2854,1984-3011,
306649,Synthesis philosophica,Croatian Philosophical Society (Hrvatsko filozofsko drustvo),1848-2317,0352-7875,
306662,Философия и культура,"NB-Media, Ltd.",2454-0757,,
306670,International Journal of Advanced Research in Computer Science and Software Engineering,Advance Academic Publisher,2277-128X,2277-6451,
306672,Политика и Общество,"NB-Media, Ltd.",2454-0684,,
306676,IKONOMIKA,Raden Intan State Islamic University of Lampung,2527-5143,2527-3434,
306682,International Journal of Advanced Ayurveda Yoga Unani Siddha and Homeopathy,Cloud Publications,2320-0251,,
306710,Journal of Aridland Agriculture,TathQeef Scientific Publishing,2455-9377,,
306721,Psihologia Resurselor Umane,Industrial and Organizational Psychology Association,2392-8077,1583-7327,
306729,Contention,Berghahn Books,2330-1392,2572-7184,
306770,Налоги и налогообложение,"NB-Media, Ltd.",2454-065X,,
306797,Nature National Academic Journal of Architecture,Universitas Islam Negeri Alauddin Makassar,2579-4809,2302-6073,
306803,International Journal of Medical Reviews and Case Reports,ScopeMed,2534-9821,,
306812,Psychiatry and Clinical Psychopharmacology,AVES YAYINCILIK A.S.,2475-0581,2475-0573,
306813,Czech Journal of Social Sciences Business and Economics,University Service Publishing,1805-6830,1805-6830,
306818,Social Studies Research and Practice,Emerald (MCB UP),1933-5415,1933-5415,
306819,Psicologia Ensino & Formação,Editora Letra1,2179-5800,,
306821,IJPTE International Journal of Pedagogy and Teacher Education,Universitas Sebelas Maret,2549-8525,2597-7792,
306827,International Journal of Business and Social Research,LAR Center Press,2164-2559,2164-2540,
306829,Полицейская деятельность,"NB-Media, Ltd.",2454-0692,,
306832,ARCHIVES OF CLINICAL AND EXPERIMENTAL MEDICINE,Archives of Clinical and Experimental Medicine,2564-6567,,
306838,SANAMED,Centre for Evaluation in Education and Science,2217-8171,1452-662X,
306872,International Journal of Engineering Social Justice and Peace,Queen's University Library,1927-9434,,
306878,Исторический журнал научные исследования,"NB-Media, Ltd.",2454-0609,,
306893,SIGNUM - Revista da ABREM,Signum Revista da ABREM,2177-7306,,
306940,Dokuz Eylul Universitesi Iktisadi ve Idari Bilimler Dergisi,Izmir Iktisat Dergisi,,1302-504X,
306970,INDONESIAN NURSING JOURNAL OF EDUCATION AND CLINIC (INJEC),The Association of Indonesian Nurse Education Center,2527-8819,2527-8800,
306989,Advances in Science Technology and Engineering Systems Journal,ASTES Journal,2415-6698,2415-6698,
307013,NETSOL New Trends in Social and Liberal Sciences,NETSOL: New Trends in Social and Liberal Sciences,2469-4002,2469-4002,
307020,Pesquisa Operacional para o Desenvolvimento,Editora Cubo,1984-3534,,
307022,The Biologist,The Biologist,1994-9073,1816-0719,
307041,International Journal of Educational Research Review,International Journal of Educational Research Review,2458-9322,2458-9322,
307049,Strategic Public Management Journal,Strategic Public Management Journal,2149-9543,,
307076,Journal of Environmental Science Computer Science and Engineering & Technology,SAE Publications,2278-179X,,
307094,Global Journal of Economic and Business,Refaad for Studies and Research,2519-9293,2519-9285,
307105,Ciencia Técnica y Mainstreaming Social,Universitat Politecnica de Valencia,2530-7924,,
307151,SQS – Suomen Queer-tutkimuksen Seuran lehti,SQS-lehti,1796-5551,,
307202,Biomedika,Universitas Muhammadiyah Surakarta,2541-2582,2085-8345,
307231,International Journal of Marine Engineering Innovation and Research,Lembaga Penelitian dan Pengabdian kepada Masyarakat ITS,2548-1479,2541-5972,
307261,European Chemical Bulletin,European Chemical Bulletin,2063-5346,,
307272,Journal of Law Policy and Globalization,"International Institute for Science, Technology and Education",,2224-3240,
307295,Rakenteiden Mekaniikka,Rakenteiden mekaniikka,1797-5301,0783-6104,
307312,Indonesian Journal of Fundamental and Applied Chemistry,Department of Chemistry Sriwijaya University,2540-9409,2540-9395,
307313,Prisma Com,"Universidade do Porto, Faculdade de Letras",1646-3153,1646-3153,
307336,Alternative Complementary & Integrative Medicine,Herald Scholarly Open Access,2470-7562,,
307342,Crop Breeding and Applied Biotechnology,SciELO,,1518-7853,
307382,Records of Natural Products,ACG Publications,1307-6167,,
307383,Organic Communications,ACG Publications,1307-6175,,
307447,Jurnal Studi Komunikasi (Indonesian Journal of Communications Studies),Dr. Soetomo University,2549-7626,2549-7294,
307476,Revista do Curso de Direito do UNIFOR,Fundacao Educacional de Formiga - FUOM,2236-7632,,
307511,Revista Ibero-Americana de Saúde e Envelhecimento,Universidade de Evora,2183-6663,2183-6663,
307535,Journal of Concussion,SAGE Publications,2059-7002,2059-7002,
307572,International Journal of Innovative Research and Development,International Journal of Innovative Research & Development (GlobeEdu),2278-0211,,
307586,The Levantine Review,Boston College University Libraries,2164-6678,,
307587,Romantic Textualities Literature and Print Culture 1780-1840,Cardiff University Press,1748-0116,,
307588,Digital Medievalist,Open Library of the Humanities,1715-0736,,
307595,International Journal of Pharmaceutical Sciences and Drug Research,International Journal of Pharmaceutical Sciences and Drug Research,0975-248X,,
307602,Kardiovask Med,"EMH Swiss Medical Publishers, Ltd.",1662-629X,1423-5528,
307623,Internal Medicine And Medical Investigation Journal,SCI AND TECH UNIVERSAL INC,2474-7750,2474-7750,
307693,Cuadernos de Administración,Universidad del Valle,2256-5078,0120-4645,
307700,Journal of Congenital Cardiology,Springer (Biomed Central Ltd.),2056-7251,,
307741,Süleyman Demirel Üniversitesi Eğirdir Su Ürünleri Fakültesi Dergisi,Suleyman Demirel Universitesi Egirdir Su Urunleri Fakultesi Dergisi,1308-7517,,
307750,Iraqi National Journal of Chemistry,Naba'a Al-Hayat Foundation for Medical Sciences and Health Care,2409-0662,2223-6686,
307766,Mundo Nano Revista Interdisciplinaria en Nanociencia y Nanotecnología,Universidad Nacional Autonoma de Mexico,2448-5691,2007-5979,
307779,Brazilian Journalism Research,Associacao Brasileira de Pesquisadores de Jornalismo,1981-9854,1808-4079,
307783,JURNAL HUKUM DAN PERADILAN,Pusat Penelitian dan Pengembangan Hukum dan Peradilan Mahkamah Agung RI,2528-1100,2303-3274,
307788,International Journal of Rural Law and Policy,"University of Technology, Sydney",1839-745X,,
307797,LOGI – Scientific Journal on Transport and Logistics,Walter de Gruyter GmbH,2336-3037,,
307803,Derecho y Ciencias Sociales,Universidad Nacional de La Plata,1852-2971,1852-2971,
307829,Vox Scripturae Revista Teológica Internacional,Faculdade Luterana de Teologia,2447-7443,0104-0073,
307842,İktisadi İdari ve Siyasal Araştırmalar Dergisi,Iktisadi Idari ve Siyasal Arastirmalar Dergisi,2564-7466,,
307960,Journal of Parathyroid Disease,Maad Rayan Publishing Company,2345-6558,,
307964,STOMATOLOGY EDU JOURNAL,ROPOSTURO Romanian Association of Oral Rehabilitation and Posturotherapy,2502-0285,2360-2406,
307990,Revista de Psicología y Educación - Journal of Psychology and Education,Grupo Editorial Psicofundación,1989-9874,1699-9517,
308020,International Journal of Islamic Economics and Finance Studies,International Journal of Islamic Economics and Finance Studies,2149-8407,2149-8393,
308045,Fiscaoeconomia,Fiscaoeconomia,2564-7504,,
308049,Ömer Halisdemir Üniversitesi İktisadi ve İdari Bilimler Fakültesi Dergisi,Omer Halisdemir Universitesi Iktisadi ve Idari Bilimler Fakultesi Dergisi,,2564-6931,
308054,Constitutional Forum / Forum constitutionnel,University of Alberta- Constitutional Forum Journal,1927-4165,0847-3889,
308073,Oklahoma Native Plant Record,Oklahoma State University Library,1536-7738,1536-7738,2379-4011
308075,CODEX – Revista de Estudos Clássicos,Codex - Revista de Estudos Classicos,2176-1779,,
308099,Jurnal Jaffray,Sekolah Tinggi Theologia Jaffray Makassar,2407-4047,1829-9474,
308224,Premiere Educandum Jurnal Pendidikan Dasar dan Pembelajaran,Universitas PGRI Madiun,2528-5173,2088-5350,
308246,Acta Universitatis Mattiae Belii series Environmental Management,Matej Bel University in Banska Bystrica,1338-449X,1338-4430,
308272,International Journal of Business and Economic Sciences Applied Research,International Hellenic University,2408-0098,2408-0101,
